['INFO ]2023-06-23 23:23:41,568(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Loading Config file
['INFO ]2023-06-23 23:23:51,853(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-------User is On Sign in page------
['INFO ]2023-06-23 23:23:51,947(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User is Clicking login button with empty fields
['INFO ]2023-06-23 23:23:52,032(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-------User is On Sign in page------
['INFO ]2023-06-23 23:23:52,118(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)---User Enters Only the User name--
['INFO ]2023-06-23 23:23:52,193(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----User can seePlease fill out this field.-----
['INFO ]2023-06-23 23:23:52,203(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-------User is On Sign in page------
['INFO ]2023-06-23 23:23:52,292(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enters Only Password
['INFO ]2023-06-23 23:23:52,356(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User can see the popupPlease fill out this field.
['INFO ]2023-06-23 23:23:52,363(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-------User is On Sign in page------
['INFO ]2023-06-23 23:23:52,545(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)------User Clicks on Login button-----
['INFO ]2023-06-23 23:23:52,743(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The actual Alert is:Invalid Username and Password
['INFO ]2023-06-23 23:23:52,753(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-------User is On Sign in page------
['INFO ]2023-06-23 23:23:52,921(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)------User Clicks on Login button-----
['INFO ]2023-06-23 23:23:53,127(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The actual Alert is:Invalid Username and Password
['INFO ]2023-06-23 23:23:53,138(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-------User is On Sign in page------
['INFO ]2023-06-23 23:23:53,320(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)------User Clicks on Login button-----
['INFO ]2023-06-23 23:23:53,530(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The actual Alert is:Invalid Username and Password
['INFO ]2023-06-23 23:23:53,539(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-user is on loginpage SD
['INFO ]2023-06-23 23:23:53,647(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-user enter username and password
['INFO ]2023-06-23 23:23:53,749(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Invalid username and password
['INFO ]2023-06-23 23:23:53,915(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-message from signin title page Login
['INFO ]2023-06-23 23:23:53,938(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-user is on loginpage SD
['INFO ]2023-06-23 23:23:54,048(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-user enter username and password
['INFO ]2023-06-23 23:23:54,163(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Invalid username and password
['INFO ]2023-06-23 23:23:54,351(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-message from signin title page Login
['INFO ]2023-06-23 23:23:54,378(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-user is on loginpage SD
['INFO ]2023-06-23 23:23:54,486(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-user enter username and password
['INFO ]2023-06-23 23:23:54,594(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Invalid username and password
['INFO ]2023-06-23 23:23:54,769(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-message from signin title page Login
['INFO ]2023-06-23 23:23:54,800(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-user is on loginpage SD
['INFO ]2023-06-23 23:23:54,927(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-user enter username and password
['INFO ]2023-06-23 23:23:55,032(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Invalid username and password
['INFO ]2023-06-23 23:23:55,341(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-message from signin title page NumpyNinja
['INFO ]2023-06-23 23:23:55,379(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-user is on home page 
['INFO ]2023-06-23 23:23:55,574(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-user successfully logout SD
['INFO ]2023-06-23 23:23:56,214(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-user enter valid username and password 
['INFO ]2023-06-23 23:23:56,215(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-user successfully logout SD
['INFO ]2023-06-23 23:23:56,395(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User is on data structure page SDDS
['INFO ]2023-06-23 23:23:56,570(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user should be redirected to Time Complexity page SDDS
['INFO ]2023-06-23 23:23:56,582(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User is on data structure page SDDS
['INFO ]2023-06-23 23:23:58,077(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-user try to do negative test
['WARN ]2023-06-23 23:23:58,230(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 1
['INFO ]2023-06-23 23:23:58,231(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Error Message is:SyntaxError: bad input on line 1
['INFO ]2023-06-23 23:23:58,451(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-user in Array page
['INFO ]2023-06-23 23:23:58,573(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks on Arrays in Python in Array Page
['INFO ]2023-06-23 23:23:58,863(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-user in Arrays in Python page
['INFO ]2023-06-23 23:23:59,156(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-user in on Assessment page
['WARN ]2023-06-23 23:23:59,769(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-checking alert message from tryeditor array SyntaxError: bad input on line 1
['INFO ]2023-06-23 23:23:59,769(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Error message is: SyntaxError: bad input on line 1
['INFO ]2023-06-23 23:24:00,034(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be redirected to Arrays Using List page
['WARN ]2023-06-23 23:24:00,963(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-checking alert message from tryeditor array SyntaxError: bad input on line 1
['INFO ]2023-06-23 23:24:00,964(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Error message is: SyntaxError: bad input on line 1
['INFO ]2023-06-23 23:24:01,312(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-user is on basic operation page
['INFO ]2023-06-23 23:24:01,318(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Title of current page is:Basic Operations in Lists
['WARN ]2023-06-23 23:24:02,333(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-checking alert message from tryeditor array SyntaxError: bad input on line 1
['INFO ]2023-06-23 23:24:02,663(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Title of current page is:Applications of Array
['INFO ]2023-06-23 23:24:02,900(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Title of current page is:Practice Questions
['INFO ]2023-06-23 23:24:03,224(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Title of current page is:Assessment
['INFO ]2023-06-23 23:24:03,524(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)- checking clickevent in array sd page
['WARN ]2023-06-23 23:24:03,532(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-checking alert message from tryeditor array SyntaxError: bad token T_OP on line 1
['INFO ]2023-06-23 23:24:03,532(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)- checking output in array sd pageSyntaxError: bad token T_OP on line 1
['INFO ]2023-06-23 23:24:03,798(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Title of current page is:Assessment
['INFO ]2023-06-23 23:24:04,654(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-user_should_get_success_submission_message_find_numberswith_even_numberof_digits Error occurred during submission
['INFO ]2023-06-23 23:24:04,935(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Title of current page is:Assessment
['INFO ]2023-06-23 23:24:05,775(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-user_should_get_success_submission_message_find_numberswith_even_numberof_digits Error occurred during submission
['INFO ]2023-06-23 23:24:05,882(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)------------------------------------User clicks on LinkedList Getstarted button-------------------------------------
['INFO ]2023-06-23 23:24:06,219(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------------------------------The User redirected to LinkedList Page-------------------------------------
['INFO ]2023-06-23 23:24:06,231(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)------------------------------------The user is on the Linked List page---------------------------------------------
['INFO ]2023-06-23 23:24:06,474(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-------------------------------------User Clicks on Introduction link---------------------------------------------
['WARN ]2023-06-23 23:24:06,474(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-*******LinkedList Introduction Page****************
['INFO ]2023-06-23 23:24:06,724(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------------------------------The user move to Introduction of Linked List Page---------------------------------------------
['WARN ]2023-06-23 23:24:06,732(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-*******LinkedList Introduction Page****************
['INFO ]2023-06-23 23:24:06,938(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)--------------------------The user clicks Try Here button in the introduction page---------------------------------------
['INFO ]2023-06-23 23:24:07,116(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)---------User is in editor page-----
['INFO ]2023-06-23 23:24:07,117(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)--------------------------The user redirected to the tryEditor page of introduction page--------------------------------------
['INFO ]2023-06-23 23:24:07,129(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)--------------------------"User is on Try Editor Page of introduction page--------------------------------------
['INFO ]2023-06-23 23:24:07,235(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)--------------------------clicks on Run Button of introduction pag--------------------------------------
['INFO ]2023-06-23 23:24:07,278(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Clicked on Run button
['INFO ]2023-06-23 23:24:07,280(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------The User is Presented with error message of introduction page------------------------
['INFO ]2023-06-23 23:24:07,309(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)------------------------------------The user is on the Linked List page---------------------------------------------
['INFO ]2023-06-23 23:24:07,487(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)---------------------------------------------------------The user clicks creating linked list link---------------------------------------
['INFO ]2023-06-23 23:24:07,508(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-ClickCreating Linked LIstOn Linked List Page
['INFO ]2023-06-23 23:24:07,685(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Title of the PageCreating Linked LIst
['INFO ]2023-06-23 23:24:07,686(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)--------------------------------------------------------The user move to Creating Linked LIst of Linked List Page---------------------------------------
['INFO ]2023-06-23 23:24:07,699(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)--------------------------------------------------------The user is on the Creating a Linked List of Linked List Page"--------------------------------------
['INFO ]2023-06-23 23:24:07,700(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)--------------------------------------------------------clicks Try Here button in the creation of linked listPage------------------------------------
['INFO ]2023-06-23 23:24:07,882(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)---------User is in editor page-----
['INFO ]2023-06-23 23:24:07,883(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)--------------------------------------------------------The user redirected to the tryEditor page of creating linked list Page-----------------------------------
['INFO ]2023-06-23 23:24:07,895(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)--------------------------------------------------------User is on Try Editor Page of creating linked list page-----------------------------------
['INFO ]2023-06-23 23:24:07,896(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-------------------------------------------------------The user Enter invalid python code {string} in creating linked list page-----------------------------------
['INFO ]2023-06-23 23:24:07,991(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-------------------------------------------------------click on run button of Creating a Linked List pagee-----------------------------------
['INFO ]2023-06-23 23:24:08,030(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Clicked on Run button
['INFO ]2023-06-23 23:24:08,031(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)----------------------------------------------------The user get the error message of Creating a Linked List page----------------------------------
['WARN ]2023-06-23 23:24:09,059(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)---------------ERROR MESSAGE FROM ALERT-------------SyntaxError: bad input on line 1
['INFO ]2023-06-23 23:24:09,078(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)------------------------------------The user is on the Linked List page---------------------------------------------
['INFO ]2023-06-23 23:24:09,249(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)----------------------------------------------------The user clicks Types of Linked List link----------------------------------
['INFO ]2023-06-23 23:24:09,266(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-ClickTypes of Linked ListOn Linked List Page
['INFO ]2023-06-23 23:24:09,512(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Title of the PageTypes of Linked List
['INFO ]2023-06-23 23:24:09,513(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)----------------------------------------------------The user move to Types of Linked List of Linked List Page----------------------------------
['INFO ]2023-06-23 23:24:09,522(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)----------------------------------------------------The user is on the Types of Linked list Page----------------------------------
['INFO ]2023-06-23 23:24:09,522(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)----------------------------------------------------he user clicks TryHere button in the types of linkedlist page----------------------------------
['INFO ]2023-06-23 23:24:09,705(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)---------User is in editor page-----
['INFO ]2023-06-23 23:24:09,716(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)----------------------------------------------------User is on TryEditor Page of Types of Linked List---------------------------------
['INFO ]2023-06-23 23:24:09,716(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)---------------------------------------------------The user Enter valid python code in types of linked list page--------------------------------
['INFO ]2023-06-23 23:24:09,915(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)--------------------------------------------------click on run button of Types of Linked List page-------------------------------
['INFO ]2023-06-23 23:24:09,953(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Clicked on Run button
['INFO ]2023-06-23 23:24:09,988(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)------------------------------------The user is on the Linked List page---------------------------------------------
['INFO ]2023-06-23 23:24:10,143(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-------------------------------------------------The user clicks Implement Linked List in Python link-------------------------------
['INFO ]2023-06-23 23:24:10,162(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-ClickImplement Linked List in PythonOn Linked List Page
['INFO ]2023-06-23 23:24:10,330(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Title of the PageImplement Linked List in Python
['INFO ]2023-06-23 23:24:10,332(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------------------------------------------The user move to Implement Linked List in Python of Linked List Page----------------------------
['INFO ]2023-06-23 23:24:10,343(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------------------------------------------The user is on the Implement Linked List in Python----------------------------
['INFO ]2023-06-23 23:24:10,345(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------------------------------------------The user clicks Try Here button in the implemented linked list in python page---------------------------
['INFO ]2023-06-23 23:24:10,512(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)---------User is in editor page-----
['INFO ]2023-06-23 23:24:10,514(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)----------------------------------------------The user redirected to the tryEditor page of Implement Linked List in Python---------------------------
